iter	Logloss
384	0.110523829
385	0.1105170099
386	0.1104913205
387	0.1104585852
388	0.1104411948
389	0.1104125495
390	0.1104056479
391	0.1104040309
392	0.1104025008
393	0.1104005356
394	0.1103948286
395	0.1103925208
396	0.1103694669
397	0.1103534834
398	0.1103406905
399	0.110312873
400	0.1102918445
401	0.1102725259
402	0.1102717779
403	0.1102554054
404	0.1102384775
405	0.1102363792
406	0.1102303729
407	0.1102065339
408	0.1101875196
409	0.1101753464
410	0.1101566712
411	0.1101421563
412	0.1101231006
413	0.110118514
414	0.1101035322
415	0.11008095
416	0.1100538027
417	0.1100384677
418	0.1100173441
419	0.109998553
420	0.1099862756
421	0.1099693728
422	0.1099654042
423	0.1099565938
424	0.1099267268
425	0.1099092944
426	0.1098943554
427	0.1098603993
428	0.1098588485
429	0.109855203
430	0.109844705
431	0.1098141577
432	0.1097894481
433	0.109776599
434	0.1097579102
435	0.1097396992
436	0.1097194047
437	0.1097120294
438	0.1097105788
439	0.1096987413
440	0.1096911956
441	0.1096657809
442	0.1096641159
443	0.1096593487
444	0.1096575471
445	0.1096469423
446	0.109640347
447	0.1096152831
448	0.109565034
449	0.1095315684
450	0.109500215
451	0.109488899
452	0.1094692759
453	0.1094444881
454	0.1094360297
455	0.1094183632
456	0.1093914736
457	0.1093696256
458	0.1093541314
459	0.1093519071
460	0.1093290763
461	0.1093194933
462	0.109313399
463	0.1093117873
464	0.1093074621
465	0.1092873724
466	0.109257409
467	0.1092284236
468	0.109201089
469	0.1091774925
470	0.1091608991
471	0.1091158917
472	0.109107114
473	0.1091014836
474	0.1090875168
475	0.1090855562
476	0.1090461346
477	0.1090257347
478	0.109024115
479	0.1089859897
480	0.108980778
481	0.1089476363
482	0.108924252
483	0.1088891631
484	0.1088852356
485	0.1088587772
486	0.1088384011
487	0.1088377792
488	0.1088234146
489	0.1087913913
490	0.1087850557
491	0.1087780082
492	0.1087701572
493	0.1087591586
494	0.1087326599
495	0.1087241325
496	0.1087110721
497	0.1087032421
498	0.1086686636
499	0.1086657693
500	0.1086494898
501	0.1086437388
502	0.108635092
503	0.108608536
504	0.1085706636
505	0.1085668925
506	0.1085555329
507	0.108533298
508	0.1085213908
509	0.1085119897
510	0.1084911604
511	0.1084807964
512	0.1084418468
513	0.108422031
514	0.1084173974
515	0.1084099857
516	0.1084084972
517	0.1083869658
518	0.1083790319
519	0.1083636264
520	0.1083452127
521	0.1083443876
522	0.1083188516
523	0.1083152165
524	0.1082909367
525	0.1082794513
526	0.1082727846
527	0.1082584599
528	0.1082375427
529	0.1082237132
530	0.1082178087
531	0.108199575
532	0.1081697582
533	0.1081651293
534	0.1081547413
535	0.1081262771
536	0.108100405
537	0.1080749563
538	0.1080584639
539	0.1080557169
540	0.1080230948
541	0.1079934133
542	0.1079748256
543	0.1079692814
544	0.1079612742
545	0.1079435952
546	0.1079211294
547	0.1078941384
548	0.1078809719
549	0.1078593701
550	0.1078541769
551	0.1078352897
552	0.1078274978
553	0.1078156616
554	0.1078117131
555	0.1077839517
556	0.107755949
557	0.1077504592
558	0.107748267
559	0.1077335075
560	0.1077230476
561	0.1077194621
562	0.1077030604
563	0.1076918786
564	0.1076826074
565	0.1076712123
566	0.107650515
567	0.1076308141
568	0.1076235883
569	0.1076145735
570	0.1075845731
571	0.1075673434
572	0.1075651115
573	0.1075401107
574	0.1075219518
575	0.1075070154
576	0.1074836904
577	0.1074746735
578	0.1074667902
579	0.1074547071
580	0.1074442879
581	0.1074213722
582	0.1073921623
583	0.1073832514
584	0.1073480355
585	0.107347417
586	0.1073277179
587	0.107309141
588	0.1072920779
589	0.1072829113
590	0.1072722531
591	0.107247284
592	0.1072292215
593	0.1072087155
594	0.1072073114
595	0.107194072
596	0.1071820056
597	0.1071813308
598	0.1071623926
599	0.1071485786
600	0.107129719
601	0.1071237178
602	0.1071217905
603	0.1071172991
604	0.1071102165
605	0.1071012447
606	0.107097543
607	0.1070819114
608	0.1070767066
609	0.1070720622
610	0.1070516505
611	0.1070445685
612	0.1070305502
613	0.1070212015
614	0.1070188251
615	0.1070131212
616	0.1069925141
617	0.1069780662
618	0.1069621048
619	0.1069382188
620	0.1068977132
621	0.1068829715
622	0.1068759593
623	0.1068708175
624	0.1068562098
625	0.1068249482
626	0.1068115038
627	0.1068028547
628	0.1067751055
629	0.1067524372
630	0.1067443431
631	0.1067302924
632	0.1067207648
633	0.1067174931
634	0.1067146354
635	0.1067134237
636	0.1066961493
637	0.106668564
638	0.106660983
639	0.1066337891
640	0.1066180509
641	0.1066161079
642	0.1066011481
643	0.1065930003
644	0.1065759168
645	0.1065659121
646	0.1065615167
647	0.106550557
648	0.1065305121
649	0.1065186141
650	0.1065119976
651	0.1065088235
652	0.1064939482
653	0.1064761451
654	0.1064460001
655	0.1064331071
656	0.1064269974
657	0.1064262189
658	0.1064022383
659	0.106393926
660	0.1063688877
661	0.1063593672
662	0.1063414587
663	0.1063351679
664	0.1063137201
665	0.1062928277
666	0.1062862287
667	0.1062787236
668	0.1062584709
669	0.1062268316
670	0.1062078011
671	0.10619278
672	0.1061902461
673	0.1061863757
674	0.1061822426
675	0.1061537987
676	0.1061420076
677	0.1061393099
678	0.1061243732
679	0.1061125211
680	0.1061037489
681	0.1060941352
682	0.1060741698
683	0.1060686013
684	0.1060642091
685	0.1060463485
686	0.1060374808
687	0.1060342494
688	0.1060334877
689	0.1060128208
690	0.1060009443
691	0.1059757648
692	0.1059683589
693	0.1059563679
694	0.1059385977
695	0.1059207729
696	0.1059135061
697	0.105907927
698	0.1058932362
699	0.1058807064
700	0.1058759576
701	0.1058644694
702	0.1058580111
703	0.1058535767
704	0.105844559
705	0.1058388748
706	0.1058164086
707	0.1058146716
708	0.1058097141
709	0.1058079007
710	0.1057874813
711	0.1057707242
712	0.1057662264
713	0.1057547865
714	0.1057449856
715	0.1057259306
716	0.1057143684
717	0.1056960241
718	0.105693113
719	0.1056839985
720	0.1056756682
721	0.1056608686
722	0.1056567823
723	0.1056442978
724	0.1056229075
725	0.1056063514
726	0.1055965036
727	0.105575688
728	0.1055447441
729	0.1055364304
730	0.1055326723
731	0.1055291836
732	0.1055175568
733	0.1055095023
734	0.1054995584
735	0.10549858
736	0.1054913322
737	0.1054855872
738	0.105467534
739	0.1054568813
740	0.1054519395
741	0.1054382342
742	0.1054332541
743	0.1054146508
744	0.1053989108
745	0.1053730209
746	0.1053727403
747	0.1053651524
748	0.1053598281
749	0.1053584481
750	0.1053576133
751	0.1053311838
752	0.105328746
753	0.1053246909
754	0.1053094555
755	0.1053075765
756	0.1053060068
757	0.1052946138
758	0.1052937561
759	0.1052785132
760	0.1052726501
761	0.1052681225
762	0.1052626809
763	0.1052466785
764	0.1052406612
765	0.1052356253
766	0.1052172705
767	0.1052062276
768	0.1051875243
769	0.1051821796
770	0.1051809168
771	0.1051692371
772	0.1051502099
773	0.105129064
774	0.1051108827
775	0.1050931333
776	0.1050738397
777	0.1050637682
778	0.105052459
779	0.1050490268
780	0.105035617
781	0.1050208503
782	0.1050144778
783	0.1050107615
784	0.104993776
785	0.1049804221
786	0.1049723597
787	0.1049480546
788	0.1049434746
789	0.1049393412
790	0.1049285758
791	0.1049189225
792	0.104917504
793	0.1049163445
794	0.1048953495
795	0.1048619894
796	0.1048574175
797	0.1048314867
798	0.1048150281
799	0.1048069904
800	0.1047953922
801	0.1047893379
802	0.1047832081
803	0.1047777602
804	0.1047680452
805	0.104755152
806	0.1047542349
807	0.1047513787
808	0.1047446726
809	0.1047286383
810	0.1047170208
811	0.1047008535
812	0.1046951775
813	0.1046863464
814	0.1046769833
815	0.1046608743
816	0.1046528584
817	0.1046523561
818	0.1046382405
819	0.1046112142
820	0.1046068063
821	0.1045984936
822	0.1045871389
823	0.1045870229
824	0.1045855987
825	0.1045714823
826	0.1045669163
827	0.1045583187
828	0.1045576724
829	0.1045545561
830	0.1045437384
831	0.1045309429
832	0.1045127706
833	0.1045117921
834	0.1045028703
835	0.1044971707
836	0.1044717258
837	0.1044709515
838	0.1044544392
839	0.1044447934
840	0.1044312272
841	0.1044161575
842	0.1043766702
843	0.1043478294
844	0.1043392579
845	0.1043378661
846	0.1043306944
847	0.1043281335
848	0.1043232356
849	0.1043089413
850	0.1043039373
851	0.1042944054
852	0.1042703798
853	0.1042596759
854	0.1042545012
855	0.1042463533
856	0.1042353454
857	0.1042190341
858	0.1042111504
859	0.1042039184
860	0.1041847411
861	0.1041744439
862	0.1041723846
863	0.1041630637
864	0.104160319
865	0.1041573595
866	0.1041508192
867	0.1041381514
868	0.1041350315
869	0.1041319618
870	0.1041292792
871	0.104103538
872	0.1040820941
873	0.1040775917
874	0.1040769273
875	0.1040650936
876	0.1040600647
877	0.1040471856
878	0.1040408951
879	0.1040226883
880	0.1040112381
881	0.1040043336
882	0.1040038436
883	0.1039926453
884	0.103971322
885	0.103950466
886	0.1039450884
887	0.1039426227
888	0.1039370705
889	0.103928077
890	0.1039213148
891	0.1039018242
892	0.1038946284
893	0.1038874324
894	0.1038854735
895	0.1038699802
896	0.1038576965
897	0.1038457545
898	0.1038346921
899	0.1038261634
900	0.1038220347
901	0.1038134617
902	0.1038085545
903	0.1037994251
904	0.103780567
905	0.1037740504
906	0.1037571227
907	0.1037427814
908	0.1037219175
909	0.1037061487
910	0.1037022849
911	0.1036943935
912	0.1036730032
913	0.1036613904
914	0.1036401792
915	0.1036348754
916	0.103619044
917	0.1036010333
918	0.1035947268
919	0.1035909542
920	0.1035824103
921	0.1035727754
922	0.1035647166
923	0.1035318707
924	0.1035230216
925	0.1035124449
926	0.1035080703
927	0.103506738
928	0.1035024462
929	0.103487566
930	0.1034849913
931	0.1034594304
932	0.1034550555
933	0.1034459564
934	0.1034351504
935	0.1034257895
936	0.1034152569
937	0.1034112076
938	0.1034038817
939	0.1033899034
940	0.1033776316
941	0.1033729796
942	0.1033687441
943	0.1033626466
944	0.1033391092
945	0.1033258168
946	0.1033173758
947	0.1033103027
948	0.1033010194
949	0.1032775609
950	0.1032658136
951	0.1032497142
952	0.1032372046
953	0.103226809
954	0.1032118706
955	0.1032064906
956	0.1031874842
957	0.1031780002
958	0.1031747015
959	0.1031710546
960	0.103167842
961	0.1031448939
962	0.1031158427
963	0.1031099687
964	0.1030952893
965	0.1030889127
966	0.1030729985
967	0.103053453
968	0.1030520021
969	0.1030379767
970	0.1030241053
971	0.1030158726
972	0.103003824
973	0.1030000916
974	0.1029901069
975	0.1029784492
976	0.1029570791
977	0.1029447721
978	0.1029293411
979	0.1029259264
980	0.1029175837
981	0.1029042407
982	0.1028927258
983	0.1028765899
984	0.1028697909
985	0.102848022
986	0.1028385536
987	0.1028187851
988	0.1027948959
989	0.102785539
990	0.1027823664
991	0.1027731326
992	0.1027505873
993	0.1027463871
994	0.1027444721
995	0.1027432778
996	0.1027302991
997	0.1027264962
998	0.1027104425
999	0.1027039956
